# Date:             21-56-38 2022-08-29
# MX Version:       1.5.1-d066dirty-windows_10.0_x64 hash: f214dedd Sat May 7 20:31:35 2022
# Computation type: Optimal control solution
# Model name:       Rocciatore
#
# converged            = NO
# num_equations        = 30627
# Lagrange target      = 0.0010444398659758334
# Mayer target         = 1.7060832681558873
# Penalties            = 0
# Control Penalties    = 0.2785906923483591
# max_iter             = 100
# max_step_iter        = 40
# max_accumulated_iter = 1800
# tolerance            = 0.001
# iterations           = 101
# cpu_time             = 3.2344265 s
# solver_type          = CyclicReduction+QRP and LastBlock LUPQ
# lapack version       = Openblas
#
# SOLUTION
i_segment	zeta	lagrange_target	inequality_penalties	penalties	control_penalties	Fr	Fr_cell	theta	phi	psi	l	omega	r	T	Fut	Fun	lambda1__xo	lambda2__xo	lambda3__xo	lambda4__xo	lambda5__xo	lambda6__xo	lambda7__xo	lambda8__xo	lambda9__xo	theta_D	phi_D	psi_D	l_D	omega_D	r_D	T_D	Fut_D	Fun_D	mu0_D	mu1_D	mu2_D	mu3_D	mu4_D	mu5_D	mu6_D	mu7_D	mu8_D	FrControl	T_positive	X_positive	Actuation	FrictionPositive	FrictionNegative	Z_negative	Fun_positive
0	0.167647058823529399	0.000250835329367969997	-0.956555415256939323	0	0.308979293728723958	-0.000110876331377658793	-0.00011095557063333431	0.137867487675050637	0.262829045473673195	0.0333804517296680328	4.04912296217069123	0.0211433142789032233	0.0484861959649137905	1.70459210492201185	0.0203573285314314796	0.312810028333855128	4851.52480297800776	-1081.55462520091237	102.858633761004114	-6.79863178085703196e-12	0.831034979396590212	-11300.8074921802454	-52.6739145919313927	-675.376281213746665	1065.17378596306094	0.0360407265917032718	0.0569000544771224442	-0.0187043321240340302	0.0826491868394935575	-0.568167093387081379	16.5665713837332014	0	0	0	-47750.5087547554504	-0	-23.9058805463468111	1586.99111974320203	-8577.30697833097474	1640.95256713341769	2742.95630808628312	3.64539109836289536e-61	1.0748384514294205e-59	0.308979293728723958	-0.413849603345255113	-0.298409358850724227	4.444444444444445e-06	1.00000000000000009e-07	1.00000000000000009e-07	0	-0.244301097505404435
0	0.168235294117647066	0.00025137420911773773	-0.956845364621218719	0	0.308942792838461433	-0.000111034970730901391	-0.000111114370828468471	0.138177871880578951	0.26375529734276254	0.0333742353120501101	4.05282827011003643	0.0211294062351420203	0.0486478624255927139	1.70459210492206648	0.0203573285318310281	0.312810028333642187	4823.44123671909529	-1080.62063490784635	102.858633251868426	-7.05501726343220427e-12	0.830447675524109807	-11305.8392602084186	-52.6879806898197174	-674.411297286059607	1066.78267494934244	0.036017019050114174	0.0568894580207318576	-0.0186533174411557326	0.0829247622120001943	-0.568917716611955782	16.5658567200250779	0	0	0	-47728.1010349754288	-0	-23.3870558469878205	1588.34039007253796	-8530.89323549277287	1639.58842203966992	2727.43168775475715	1.08305488988790015e-61	3.2010859304532168e-60	0.308942792838461433	-0.413849603345258388	-0.29869930821506846	4.444444444444445e-06	1.00000000000000009e-07	1.00000000000000009e-07	0	-0.244301097505336351
0	0.168823529411764706	0.000251913457456419518	-0.957134624649917165	0	0.308906270118534221	-0.000111193932138861233	-0.000111273493449253982	0.138488242009385976	0.264681542932702574	0.0333680354973586862	4.05653374136491607	0.0211154632870398512	0.048809470586585614	1.7045921049221251	0.0203573285317990051	0.312810028333828039	4795.37087760603026	-1079.68585350341868	102.85863274061856	-7.31140274600737579e-12	0.829860371651610529	-11310.8437294963678	-52.7017420427124108	-673.447116068320383	1068.38243793768333	0.035993252010861114	0.0568788898655588349	-0.0186025226106850509	0.0832002382073225299	-0.569666826620893518	16.5651404804274165	0	0	0	-47705.6086357834211	-0	-22.8685628659666413	1589.68093799645044	-8484.49992566539004	1638.22346198694572	2711.92848670420972	3.20179041424542078e-62	9.48607869682250826e-61	0.308906270118534221	-0.413849603345261774	-0.298988568243704067	4.444444444444445e-06	1.00000000000000009e-07	1.00000000000000009e-07	0	-0.244301097505395776
0	0.169411764705882345	0.000252453072917141648	-0.957423197740042364	0	0.308869725568515774	-0.000111353216337025255	-0.000111432939224796529	0.138798598025189651	0.265607782261309378	0.0333618522147619417	4.06023937587659756	0.0211014855414863277	0.0489710204698330723	1.70459210492252122	0.0203573285305661822	0.312810028333758539	4767.31377536661967	-1078.75028611417179	102.858632227253892	-7.29168149573308044e-12	0.829273067779132345	-11315.8209120900574	-52.7151988462293346	-672.483738038440947	1069.97308753471907	0.0359694256561543246	0.0568683498908751361	-0.0185519461719184167	0.0834756148628766348	-0.570414427205231833	16.5644226653457736	0	0	0	-47683.0318435282898	-0	-22.3504039497560747	1591.01277881620717	-8438.12712595249104	1636.8576924674428	2696.44672764603911	9.41827613595664912e-63	2.79712173487965375e-61	0.308869725568515774	-0.413849603345285033	-0.299277141333828267	4.444444444444445e-06	1.00000000000000009e-07	1.00000000000000009e-07	0	-0.244301097505373571
0	0.170000000000000012	0.000252993054032763529	-0.957711086274485535	0	0.308833159188412087	-0.000111512824064299518	-0.000111592708903802493	0.139108939894014877	0.266534015344326469	0.0333556853949313198	4.06394517358632346	0.0210874731046131504	0.0491325120951498148	1.70459210492243107	0.0203573285308531506	0.312810028333827039	4739.26997956048854	-1077.81393785763794	102.858631711774052	-7.27196024545879963e-12	0.828685763906828132	-11320.7708200807319	-52.728351297367567	-671.521163671105001	1071.55463636038121	0.0359455401668876823	0.0568578379784763707	-0.0185015866771804996	0.0837508922123982313	-0.571160522151947792	16.5637032751698925	0	0	0	-47660.3709437986836	-0	-21.8325814359664783	1592.33592786199461	-8391.77491319637556	1635.49111896893464	2680.98643307818475	2.75667786242703299e-63	8.20675121056044706e-62	0.308833159188412087	-0.413849603345279704	-0.299565029868254784	4.444444444444445e-06	1.00000000000000009e-07	1.00000000000000009e-07	0	-0.24430109750539547
0	0.170588235294117652	0.000253533399387163491	-0.95799829261931535	0	0.308796570977136864	-0.000111672756060997945	-0.000111752803218193397	0.139419267581016082	0.267460242199192899	0.033349534969066362	4.06765113443434689	0.0210734260843851579	0.0492939454831741591	1.70459210492266644	0.0203573285312661154	0.312810028333593504	4711.23953957943286	-1076.87681384233133	102.858631194177917	-7.3465199239212717e-12	0.828098460034349393	-11325.6934656047779	-52.7411995944977789	-670.559393437775043	1073.12709704779331	0.0359215957271143208	0.056847354011112905	-0.0184514426937488416	0.0840260702911070079	-0.571905115231986505	16.5629823103089642	0	0	0	-47637.6262215000024	-0	-21.3150976668646059	1593.65040046042031	-8345.44336399602253	1634.12374695283461	2665.54762536375529	8.02854213074129104e-64	2.39588751527507497e-62	0.308796570977136864	-0.413849603345293582	-0.29985223621314544	4.444444444444445e-06	1.00000000000000009e-07	1.00000000000000009e-07	0	-0.24430109750532078
0	0.171176470588235291	0.000254074107548564422	-0.958284819123957465	0	0.308759960934041233	-0.000111833013068511942	-0.000111913222918830487	0.139729581049826523	0.268386462841370466	0.0333434008673103785	4.07135725836344786	0.0210593445871878823	0.0494553206526435196	1.70459210492257784	0.0203573285315007298	0.312810028333320944	4683.22250464792069	-1075.93891916775442	102.858630674465061	-7.42107960238373893e-12	0.827511156161854222	-11330.5888608435416	-52.7537439373688883	-669.598427806698737	1074.69048224320159	0.0358975925181644895	0.056836897869685904	-0.0184015128000205516	0.0843011491309106492	-0.572648210195995988	16.5622597711620294	0	0	0	-47614.7979607308662	-0	-20.7979549944379158	1594.95621192065414	-8299.13255469591968	1632.75558188390755	2650.13032676720923	2.32660913409938792e-64	6.95980126991187577e-63	0.308759960934041233	-0.413849603345288308	-0.300138762717879926	4.444444444444445e-06	1.00000000000000009e-07	1.00000000000000009e-07	0	-0.244301097505233655
0	0.17176470588235293	0.00025461517709452565	-0.958570668124091751	0	0.30872332905739347	-0.000111993595834358872	-0.000112073968749887257	0.140039880266947414	0.26931267728853503	0.0333372830206422055	4.07506354531491422	0.0210452287184020558	0.049616637626034972	1.70459210492269064	0.0203573285321585092	0.312810028333016577	4655.21892382346596	-1075.0002589243918	102.858630152634646	-7.42357716304081793e-12	0.826923852289295214	-11335.4570180232131	-52.7659845271089551	-668.638267242907659	1076.24480460588097	0.0358735307196804201	0.0568264694365599732	-0.0183517955865402545	0.0845761287701493197	-0.573389810793783483	16.5615356581335895	0	0	0	-47591.886444922784	-0	-20.2811557643394771	1596.25337758993783	-8252.84256144934807	1631.3866292270327	2634.73455933075729	6.70882133048851186e-65	2.01169674226503236e-63	0.30872332905739347	-0.41384960334529497	-0.300424611718104861	4.444444444444445e-06	1.00000000000000009e-07	1.00000000000000009e-07	0	-0.244301097505136344
0	0.172352941176470598	0.000255156606639182499	-0.958855841938503373	0	0.308686675345903938	-0.000112154505104857216	-0.000112235041459827174	0.140350165196843124	0.27023888555654707	0.0333311813624118519	4.07876999522916517	0.0210310785848523314	0.0497778964231751705	1.70459210492284141	0.0203573285316326139	0.312810028333036505	4627.22884599709141	-1074.06083819370883	102.858629628685861	-7.42607472369790178e-12	0.826336548416744532	-11340.2979494147257	-52.7779215662224175	-667.678912208231395	1077.7900768080433	0.0358494105137511301	0.0568160685981186006	-0.0183022896590845294	0.0848510092426113388	-0.574129920753667311	16.5608099716276058	0	0	0	-47568.8919567574048	-0	-19.7647023175422589	1597.54191279564293	-8206.57346012979178	1630.01689442215502	2619.3603449944917	1.92488627215719717e-65	5.78580039475017862e-64	0.308686675345903938	-0.413849603345303796	-0.300709785532501273	4.444444444444445e-06	1.00000000000000009e-07	1.00000000000000009e-07	0	-0.244301097505142728
0	0.172941176470588237	0.000255698394793172875	-0.95914034287138783	0	0.308649999800237884	-0.000112315741627032272	-0.000112396441794237369	0.140660435805236628	0.271165087661474624	0.0333250958236720116	4.08247660804797885	0.0210168942922284094	0.0499390970640158499	1.70459210492320268	0.0203573285306012965	0.312810028333360357	4599.25231989374606	-1073.12066204814414	102.85862910261838	-7.24174963992083747e-12	0.825749244544337513	-11345.1116673335218	-52.78955525859174	-666.720363161295609	1079.32631153474722	0.0358252320805380678	0.0568056952368405019	-0.0182529936335465645	0.0851257905823149114	-0.574868543795979847	16.5600827120490237	0	0	0	-47545.8147781954467	-0	-19.2485970078580344	1598.82183288126907	-8160.32532637940767	1628.64638291005053	2604.00770552212498	5.49540835861599354e-66	1.65576860118024603e-64	0.308649999800237884	-0.413849603345325001	-0.300994286465261052	4.444444444444445e-06	1.00000000000000009e-07	1.00000000000000009e-07	0	-0.244301097505246256
0	0.173529411764705876	0.000256240540225427407	-0.959424173211233189	0	0.308613302418466073	-0.000112477306151500433	-0.00011255817050876351	0.140970692057518998	0.272091283620533808	0.0333190263391963531	4.08618338371335721	0.0210026759480681086	0.0501002395712796256	1.70459210492313096	0.020357328530211518	0.312810028333596557	4571.28939407274083	-1072.17973555111075	102.858628574431336	-7.05742455614378286e-12	0.825161940671958027	-11349.8981841394907	-52.8008858094781104	-665.762620557533182	1080.85352148381003	0.0358009956033358348	0.0567953492415199518	-0.0182039061417589125	0.0854004728279606773	-0.575605683626505438	16.5593538797971576	0	0	0	-47522.6551904427979	-0	-18.732842174868356	1600.0931531886838	-8114.09823560976747	1627.27510010264018	2588.67666253296147	1.56110064557121327e-66	4.71488496977768618e-65	0.308613302418466073	-0.413849603345320838	-0.301278116805035134	4.444444444444445e-06	1.00000000000000009e-07	1.00000000000000009e-07	0	-0.244301097505321752
0	0.174117647058823516	0.000256783041552334447	-0.959707335231623104	0	0.308576583199608068	-0.000112639199435578393	-0.000112720228362393264	0.14128093391916452	0.273017473449031933	0.0333129728414786469	4.08989032216557469	0.0209884236563278939	0.0502613239655073651	1.70459210492305591	0.0203573285291542838	0.312810028333701529	4543.34011692815784	-1071.23806375699905	102.858628044124004	-7.04906234891540627e-12	0.824574636799618399	-11354.6575122368158	-52.8119134255188811	-664.805684849188083	1082.37171936572418	0.0357767012593568287	0.0567850304971006803	-0.0181550258235403349	0.0856750560145838336	-0.576341343938916784	16.5586234752814789	0	0	0	-47499.413474040346	-0	-18.2174401693647283	1601.35588906476028	-8067.89226300736209	1625.9030514364124	2573.3672375102351	4.41263360935568896e-67	1.33591191956296041e-65	0.308576583199608068	-0.413849603345316397	-0.301561278825395851	4.444444444444445e-06	1.00000000000000009e-07	1.00000000000000009e-07	0	-0.244301097505355336
0	0.174705882352941183	0.000257325897457519629	-0.959989831191816578	0	0.308539842142118603	-0.000112801422229578035	-0.000112882616096762807	0.141591161356611372	0.273943657163064236	0.0333069352640762914	4.09359742334710663	0.0209741375241031709	0.0504223502650067643	1.70459210492303215	0.0203573285289945505	0.312810028333653567	4515.40453668926693	-1070.29565171115928	102.858627511695559	-7.04070014168702969e-12	0.823987332927247906	-11359.3896640738058	-52.8226383147333323	-663.849556485316612	1083.88091790356293	0.0357523492311561802	0.0567747388903269701	-0.0181063513336596135	0.0859495401733942899	-0.577075528417575923	16.5578914989074448	0	0	0	-47476.0899087786165	-0	-17.7023933419313657	1602.61005586771557	-8021.7074834677469	1624.53024230740743	2558.07945174852011	1.24108309149399079e-67	3.76634252295981018e-66	0.308539842142118603	-0.413849603345314954	-0.301843774785605978	4.444444444444445e-06	1.00000000000000009e-07	1.00000000000000009e-07	0	-0.244301097505340015
0	0.175294117647058822	0.000257869106613132907	-0.960271663335537373	0	0.308503079245900425	-0.000112963975288487065	-0.000113045334480211309	0.141901374335214686	0.274869834779431221	0.0333009135415887683	4.09730468719881102	0.0209598176565667926	0.0505833184900807975	1.70459210492287072	0.0203573285299678414	0.312810028334034929	4487.4827014209859	-1069.35250444991902	102.85862697714542	-6.72174923647496093e-12	0.8234000290545892	-11364.0946521427613	-52.833060686519751	-662.89423591179866	1085.3811298328892	0.0357279396980067429	0.0567644743097113283	-0.0180578813379986929	0.0862239253389907867	-0.5778082407297499	16.5571579510811056	0	0	0	-47452.684773739049	-0	-17.1877040398095176	1603.85566894637782	-7975.54397168496507	1623.15667811913204	2542.81332643587848	3.47328057572553234e-68	1.05656706559915615e-66	0.308503079245900425	-0.413849603345305572	-0.302125606929214308	4.444444444444445e-06	1.00000000000000009e-07	1.00000000000000009e-07	0	-0.244301097505461917
0	0.175882352941176462	0.000258412667708362253	-0.960552833892046709	0	0.308466294509789463	-0.000113126859376560922	-0.00011320838427291052	0.142211572821177273	0.275796006312990449	0.033294907608160243	4.10101211366259299	0.0209454641587518975	0.0507442286620544414	1.70459210492280189	0.0203573285298999269	0.312810028334183698	4459.57465902423701	-1068.40862700056755	102.85862644047269	-6.40279833126290186e-12	0.822812725181928939	-11368.7724889798628	-52.843180751656341	-661.939723571340551	1086.87236790168481	0.0357034728389519981	0.0567542366430040801	-0.0180096145137838178	0.0864982115477353486	-0.578539484533407866	16.5564228322115028	0	0	0	-47429.1983472957436	-0	-16.6733746144891555	1605.0927436604627	-7929.40180212638097	1621.7823642664755	2527.56888259353536	9.67196882464616902e-69	2.94923644929989945e-67	0.308466294509789463	-0.413849603345301464	-0.302406777485680234	4.444444444444445e-06	1.00000000000000009e-07	1.00000000000000009e-07	0	-0.244301097505509462
0	0.176470588235294129	0.000258956579458794497	-0.960833345075778888	0	0.30842948793206415	-0.000113290075252827754	-0.000113371766232745001	0.142521756780460973	0.276722171782113668	0.0332889173989125917	4.10471970268047492	0.0209310771361541845	0.0509050808025663659	1.70459210492250746	0.0203573285311496946	0.312810028333786738	4431.68045723642263	-1067.46402438135669	102.858625901676859	-6.67088156410169474e-12	0.822225421309607074	-11373.4231871649954	-52.8529987223021891	-660.986019903476517	1088.35464487024501	0.0356789488338124308	0.0567440257796038988	-0.0179615495508116778	0.0867723988364969279	-0.579269263472665275	16.5556861427040332	0	0	0	-47405.6309070939242	-0	-16.1594074159792314	1606.32129536801381	-7883.2810490187685	1620.4073061290012	2512.34614110228586	2.67994519978330845e-69	8.19138588575815156e-68	0.30842948793206415	-0.413849603345284256	-0.30268728866955652	4.444444444444445e-06	1.00000000000000009e-07	1.00000000000000009e-07	0	-0.244301097505382536
0	0.177058823529411768	0.000259500840613652924	-0.961113199087267556	0	0.30839265951244943	-0.000113453623678643411	-0.000113535481124541821	0.142831926179030011	0.277648331199505993	0.0332829428494997165	4.10842745419265132	0.0209166566956489539	0.0510658749301834622	1.70459210492257407	0.0203573285312673262	0.312810028333924683	4403.80014363182272	-1066.51870160150884	102.858625360756804	-6.93896479694048438e-12	0.821638117437066828	-11378.0467593216272	-52.8625148119954744	-660.033125344584278	1089.82797351110594	0.0356543678647791018	0.0567338416098464582	-0.0179136851516881641	0.0870464872369543369	-0.579997581179579891	16.5549478829742434	0	0	0	-47381.9827301160913	-0	-15.6458047958446151	1607.54133943082229	-7837.18178631478713	1619.03150906363044	2497.14512268708586	7.3887834347293467e-70	2.26381247471036918e-68	0.30839265951244943	-0.413849603345288142	-0.302967142680997281	4.444444444444445e-06	1.00000000000000009e-07	1.00000000000000009e-07	0	-0.24430109750542664
0	0.177647058823529408	0.000260045449882883423	-0.961392398112892788	0	0.308355809249113932	-0.000113617505420063081	-0.000113699529715584354	0.143142080984037884	0.278574484583395843	0.0332769838955041877	4.11213536814188796	0.0209022029400120317	0.0512266110696385918	1.70459210492222968	0.0203573285300405402	0.312810028334387702	4375.93376562200228	-1065.57266366120007	102.858624817711785	-6.87935305330578562e-12	0.821050813564769832	-11382.6432181167238	-52.871729235655593	-659.081040327881851	1091.29236660894435	0.0356297301070267261	0.056723684023900621	-0.0178660200271413619	0.0873204767912276331	-0.580724441277529202	16.5542080534214016	0	0	0	-47358.2540925804205	-0	-15.1325691022495761	1608.75289122142772	-7791.10408781910428	1617.65497845444952	2481.96584792259227	2.02701029048273501e-70	6.22527847906111304e-69	0.308355809249113932	-0.41384960334526788	-0.30324634170649456	4.444444444444445e-06	1.00000000000000009e-07	1.00000000000000009e-07	0	-0.244301097505574716
0	0.178235294117647047	0.000260590406040977097	-0.961670944323100962	0	0.308318937141671467	-0.000113781721246432804	-0.00011386391277728124	0.143452221160363269	0.279500631947917799	0.0332710404731530879	4.11584344446861561	0.0208877159760631897	0.0513872892364268738	1.70459210492244906	0.0203573285302212671	0.312810028334212176	4348.08137045622334	-1064.62591555157223	102.858624272541036	-6.81974130967109656e-12	0.820463509692410997	-11387.2125762604664	-52.8806422095825113	-658.129765283432334	1092.74783696051122	0.0356050357426598227	0.0567135529130920191	-0.0178185529027287612	0.0875943675257795928	-0.581449847369135298	16.5534666544693074	0	0	0	-47334.4452700648471	-0	-14.619702690658686	1609.95596609163067	-7745.04802698518961	1616.2777196385191	2466.80833727314666	5.53318199020792492e-71	1.70338332569579508e-69	0.308318937141671467	-0.413849603345280759	-0.303524887916746089	4.444444444444445e-06	1.00000000000000009e-07	1.00000000000000009e-07	0	-0.244301097505518566
0	0.178823529411764715	0.000261135707847698221	-0.961948839876685002	0	0.308282043187689758	-0.000113946271925932316	-0.000114028631074583405	0.143762346675850028	0.280426773308963373	0.03326511251984237	4.11955168311533537	0.0208731959077532656	0.0515479094529999321	1.7045921049226922	0.0203573285295071196	0.312810028334094714	4320.24300522186604	-1063.67846225472272	102.858623725244087	-6.95237918402447529e-12	0.81987620581987708	-11391.7548465062828	-52.8892539514564817	-657.17930063815777	1094.19439737452649	0.0355802849488608616	0.0567034481706883073	-0.017771282513337764	0.0878681594788534998	-0.582173803055651695	16.5527236865201033	0	0	0	-47310.5565373947102	-0	-14.1072079048438432	1611.15057942384419	-7699.01367711604871	1614.89973796822142	2451.67261099896268	1.50289948180008679e-71	4.6376852822066414e-70	0.308282043187689758	-0.413849603345295081	-0.303802783470353277	4.444444444444445e-06	1.00000000000000009e-07	1.00000000000000009e-07	0	-0.244301097505481013
0	0.179411764705882354	0.000261681354082027578	-0.962226086916643686	0	0.308245127386680418	-0.000114111158229136708	-0.000114193685383689997	0.144072457496127571	0.281352908682248937	0.0332591999716881012	4.12326008402288746	0.0208586428397771889	0.0517084717380585993	1.70459210492259028	0.020357328529745547	0.312810028334114643	4292.41871684485523	-1062.73030874371398	102.858623175819972	-7.08501705837784433e-12	0.819288901947339943	-11396.2700416505631	-52.8975646803384763	-656.229646815834826	1095.63206067160104	0.0355554779040843164	0.0566933696877811727	-0.0177242076049295323	0.0881418526823075782	-0.582896311917288634	16.5519791499840352	0	0	0	-47286.5881687128785	-0	-13.5950871026402353	1612.33674657776032	-7653.00111123716852	1613.52103877870923	2436.55868927017127	4.06182199498973612e-72	1.25639277700458714e-70	0.308245127386680418	-0.41384960334528903	-0.304080030510311627	4.444444444444445e-06	1.00000000000000009e-07	1.00000000000000009e-07	0	-0.244301097505487397
0	0.179999999999999993	0.00026222734355163882	-0.96250268757326074	0	0.308208189737110005	-0.000114276380931139498	-0.000114359076478588999	0.144382553588803697	0.282279038084649714	0.0332533027665629366	4.12696864713273914	0.0208440568770191757	0.0518689761130565127	1.70459210492263447	0.0203573285295354373	0.312810028333739054	4264.60855209004148	-1061.78145998255422	102.858622624267866	-7.16946049254060632e-12	0.818701598074943138	-11400.758174532657	-52.9055746166711884	-655.28080423710685	1097.06083968415442	0.0355306147871252281	0.0566833173584851829	-0.0176773269353033766	0.0884154471727368468	-0.583617377530067372	16.5512330452759713	0	0	0	-47262.5404374901336	-0	-13.0833426318622923	1613.51448293589874	-7607.01040216869842	1612.14162739374819	2421.46659206177037	1.09231476739874177e-72	3.3867634545203546e-71	0.308208189737110005	-0.413849603345291694	-0.304356631167046143	4.444444444444445e-06	1.00000000000000009e-07	1.00000000000000009e-07	0	-0.244301097505367326
0	0.180588235294117661	0.000262773675061060003	-0.962778643962228453	0	0.308171230238885319	-0.000114441940804609982	-0.000114524805130630965	0.144692634919633578	0.283205161530277583	0.0332474208417832123	4.13067737238712773	0.0208294381234060515	0.0520294225984609393	1.70459210492260671	0.0203573285296361137	0.312810028333787182	4236.81255756161408	-1060.83192092621971	102.858622070587288	-7.25390392670338608e-12	0.818114294202515469	-11405.2192580346182	-52.9132839822781591	-654.332773319482726	1098.48074725632409	0.0355056957751319138	0.0566732910759429886	-0.0176306392721689645	0.0886889429850183791	-0.584337003449863945	16.5504853728089962	0	0	0	-47238.4136164692391	-0	-12.5719768475863631	1614.68380385889213	-7561.04162249239835	1610.76150913519109	2406.39633926208353	2.92287796017142856e-73	9.08405126150464672e-72	0.308171230238885319	-0.413849603345290029	-0.30463258755600009	4.444444444444445e-06	1.00000000000000009e-07	1.00000000000000009e-07	0	-0.244301097505382731
0	0.1811764705882353	0.000263320347455933267	-0.963053958185828618	0	0.308134248889882167	-0.000114607838628157622	-0.00011469087212568428	0.145002701455408167	0.284131279034426143	0.0332415541365923203	4.134386259728001	0.0208147866839873477	0.0521898112159030897	1.70459210492250635	0.0203573285282135051	0.31281002833379723	4209.03077970354298	-1059.88169652064062	102.858621514777127	-7.41802964600358213e-12	0.817526990330322834	-11409.6533050811413	-52.9206930003633218	-653.385554477350297	1099.89179624389226	0.0354807210471709475	0.0566632907365893501	-0.0175841433957079976	0.088962340156024472	-0.585055193224605308	16.549736132997122	0	0	0	-47214.2079777131949	-0	-12.0609920961782215	1615.84472471952313	-7515.09484455989605	1609.38068930408463	2391.34795058486861	7.78232767530166138e-74	2.42442953827808311e-72	0.308134248889882167	-0.413849603345284145	-0.304907901779602974	4.444444444444445e-06	1.00000000000000009e-07	1.00000000000000009e-07	0	-0.244301097505385922
0	0.181764705882352939	0.000263867359566831536	-0.963328632333895873	0	0.30809724568941832	-0.000114774075183644042	-0.000114857278241603804	0.145312753164339836	0.285057390613030925	0.0332357025883224452	4.13809530909687329	0.0208001026624171949	0.0523501419846393451	1.70459210492222968	0.0203573285280591633	0.312810028333906087	4181.26326479993259	-1058.93079170269812	102.858620956836646	-7.58215536530378304e-12	0.816939686458148739	-11414.0603286394089	-52.9278018955116494	-652.439148121976132	1101.29399951418691	0.0354556907799282034	0.0566533162335977544	-0.0175378380943212904	0.0892356387185739702	-0.585771950395646779	16.5489853262504134	0	0	0	-47189.9237926081696	-0	-11.5503907333962168	1616.99726090592026	-7469.17014047673456	1607.99917320423992	2376.32144556683352	2.06178933911393549e-74	6.43835378057385649e-73	0.30809724568941832	-0.41384960334526788	-0.305182575927651634	4.444444444444445e-06	1.00000000000000009e-07	1.00000000000000009e-07	0	-0.244301097505420728
0	0.182352941176470579	0.000264414710252546155	-0.963602668482039904	0	0.308060220633805948	-0.000114940651252841647	-0.00011502402426407949	0.145622790013580666	0.28598349628214742	0.0332298661367788351	4.14180452043466207	0.0207853861626930321	0.0525104149254702543	1.70459210492279145	0.0203573285258130884	0.312810028334003676	4153.51005897545838	-1057.97921140022731	102.858620396765062	-7.5373637401807157e-12	0.816352382586095882	-11418.4403417189478	-52.9346108936888342	-651.493554661512803	1102.68736994598953	0.0354306051506979788	0.0566433674643944257	-0.017491722168593446	0.0895088387081765108	-0.586487278488405983	16.5482329529934127	0	0	0	-47165.5613318837277	-0	-11.0401751052048418	1618.14142779569761	-7423.26758213530411	1606.61696612682567	2361.31684363265913	5.43519345635416967e-75	1.70127840191446671e-73	0.308060220633805948	-0.413849603345300854	-0.305456612075731493	4.444444444444445e-06	1.00000000000000009e-07	1.00000000000000009e-07	0	-0.244301097505451925
0	0.182941176470588246	0.00026496239839919806	-0.96387606869172493	0	0.308023173724746524	-0.000115107567620418747	-0.000115191110976758018	0.145932811969180898	0.286909596055446303	0.0332240447213830586	4.14551389368434453	0.0207706372895246766	0.0526706300584097314	1.70459210492266089	0.0203573285255791991	0.31281002833393684	4125.7712081957643	-1057.02696053201998	102.85861983456158	-7.49257211505764514e-12	0.81576507871400028	-11422.7933573714872	-52.9411202222409756	-650.548774501003322	1104.07192042947941	0.0354054643379359824	0.0566334443256669706	-0.0174457944298456076	0.0897819401588674237	-0.58720118101065355	16.5474790136297543	0	0	0	-47141.1208654886141	-0	-10.5303475644859681	1619.27724074979392	-7377.3872411700504	1605.23407334371859	2346.33416409529991	1.42567868761524235e-75	4.47312693562252122e-74	0.308023173724746524	-0.413849603345293193	-0.305730012285445552	4.444444444444445e-06	1.00000000000000009e-07	1.00000000000000009e-07	0	-0.244301097505430553
0	0.183529411764705885	0.00026551042289691849	-0.964148835011446548	0	0.307986104958966167	-0.000115274825071519008	-0.000115358539166280011	0.146242818997510404	0.287835689948839901	0.0332182382820910491	4.14922342878799721	0.0207558561465827351	0.0528307874055208293	1.70459210492238822	0.0203573285230402024	0.312810028333600776	4098.04675826786752	-1056.07404400782798	102.858619270225816	-7.2470991023467768e-12	0.815177774841365221	-11427.1193886908168	-52.9473301098933078	-649.604808042389323	1105.4476638661431	0.0353802685183697563	0.0566235467150830382	-0.0174000536991212491	0.0900549431082839497	-0.58791366146022106	16.5467235085831312	0	0	0	-47116.602662758909	-0	-10.020910461549871	1620.40471513454031	-7331.52918902219426	1603.850500128166	2331.37342612457587	3.72103911776516616e-76	1.17025994334154437e-74	0.307986104958966167	-0.413849603345277206	-0.306002778605290626	4.444444444444445e-06	1.00000000000000009e-07	1.00000000000000009e-07	0	-0.244301097505323139
0	0.184117647058823525	0.000266058782633734627	-0.964420969479394374	0	0.307949014336600768	-0.000115442424394023989	-0.000115526309621767954	0.146552811068976718	0.288761777977668166	0.0332124467581667096	4.15293312568570006	0.0207410428370231707	0.0529908869851974731	1.70459210492242264	0.0203573285231744387	0.312810028333280477	4070.33675484054629	-1055.12046672835299	102.858618703756363	-7.00162608963589796e-12	0.814590470968672431	-11431.4184488127139	-52.9532407867525521	-648.66165568451413	1106.81461316867058	0.035355017867847463	0.0566136745291272864	-0.0173544988062581049	0.0903278475878039749	-0.588624723339200684	16.5459664382672251	0	0	0	-47092.0069923889459	-0	-9.51186614599921931	1621.52386636082997	-7285.69349686970509	1602.46625174777046	2316.4346486360987	9.6636843281284316e-77	3.04641273296134085e-75	0.307949014336600768	-0.41384960334527926	-0.306274913073338817	4.444444444444445e-06	1.00000000000000009e-07	1.00000000000000009e-07	0	-0.244301097505220721
