 0.377, 0, -8, 1, 0.19803145212856, 0.0010481104098173, 0.199801252638952, 20.8885488604041, 2.82277414363198e-22 
 0.377, 0.25, -25, 1, 2.25835415075427, 0.22928889051513, 10.1172225329439, 0.402860720669998, 0.279273676164861 
 0.377, 0.25, -24, 1, 2.21171059242939, 0.219681644789496, 9.59996095712355, 0.420825138559648, 0.291820820986522 
 0.377, 0.25, -23, 1, 2.16413153451759, 0.210086203521849, 9.08174505441732, 0.440520997758121, 0.305578165171667 
 0.377, 0.25, -22, 1, 2.11556408302462, 0.200505221257035, 8.56251832387667, 0.462211753114069, 0.320729928064175 
 0.377, 0.25, -21, 1, 2.06595156298273, 0.190941428660276, 8.04222028186116, 0.486216959246827, 0.337499559010884 
 0.377, 0.25, -20, 1, 2.0152336609421, 0.181397637942377, 7.5207865338177, 0.5129279677399, 0.356160715910233 
 0.377, 0.25, -19, 1, 1.96334694127845, 0.171876748156472, 6.99814919154014, 0.542829166694195, 0.377052120864348 
 0.377, 0.25, -18, 1, 1.91022603473798, 0.162381694937558, 6.47423795755646, 0.576527156714831, 0.400597967696003 
 0.377, 0.25, -17, 1, 1.85580604212537, 0.152915274313557, 5.94898246477945, 0.614791491196991, 0.427336417998014 
 0.377, 0.25, -16, 1, 1.80002720402995, 0.143480181050838, 5.4223164724559, 0.658612633947453, 0.457960137691606 
 0.377, 0.25, -15, 1, 1.74284381306314, 0.134079520793555, 4.8941854673178, 0.709286014557209, 0.493375099689793 
 0.377, 0.25, -14, 1, 1.68424125067664, 0.124716184145174, 4.36456295830067, 0.768536131691483, 0.534787429534093 
 0.377, 0.25, -13, 1, 1.62426986459676, 0.11539147350444, 3.83348305985652, 0.838703354097573, 0.583834174474521 
 0.377, 0.25, -12, 1, 1.56311595219897, 0.106101024361431, 3.30111003754641, 0.923028483236781, 0.642782658185415 
 0.377, 0.25, -11, 1, 1.50126343185532, 0.0968209723077073, 2.76790144767253, 1.02608165140158, 0.714831379220136 
 0.377, 0.25, -10, 1, 1.43991563159861, 0.0874514603747547, 2.23505541455271, 1.15434293069121, 0.804518639803741 
 0.377, 0.25, -9, 1, 1.38241738696272, 0.0774631587614826, 1.70619860482033, 1.31640471170943, 0.917871406948793 
 0.377, 0.25, -8, 1, 1.31956171573299, 0.000397205448688445, 1.31967804973295, 1.50319329868884, 1.04884944090673 
